ref_area,indicator,source,classif1,time,obs_value,note_source
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP06,2008,0.43,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP07,2008,11.19,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP08,2008,4.43,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP09,2008,4.04,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP10,2008,2.49,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP11,2008,7.08,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP12,2008,2.83,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01T12,2009,-0.38,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01,2009,-0.86,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP02,2009,9.76,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP03,2009,-3.92,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP04,2009,3.89,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP05,2009,0.75,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP06,2009,0.82,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP07,2009,-9.88,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP08,2009,1.46,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP09,2009,3.2,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP10,2009,-0.24,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP11,2009,4.93,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP12,2009,2.28,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01T12,2010,2,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01,2010,-0.79,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP02,2010,19.88,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP03,2010,-5.28,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP04,2010,3.21,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP05,2010,0.01,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP06,2010,0.18,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP07,2010,7.17,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP08,2010,7.07,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP09,2010,0.78,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP10,2010,2.64,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP11,2010,1.02,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP12,2010,0.56,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01T12,2011,3.67,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01,2011,6.02,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP02,2011,8.13,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP03,2011,-7.32,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP04,2011,3.11,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP05,2011,1.1,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP06,2011,-1.86,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP07,2011,7.54,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP08,2011,5.35,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP09,2011,0.62,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP10,2011,0.04,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP11,2011,1.78,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP12,2011,-0.01,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01T12,2012,2.05,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01,2012,1.75,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP02,2012,10.01,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP03,2012,-6.08,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP04,2012,2.91,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP05,2012,1.18,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP06,2012,-0.31,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP07,2012,4.79,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP08,2012,1.54,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP09,2012,0.49,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP10,2012,-0.03,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP11,2012,1.76,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP12,2012,0.97,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01T12,2013,-0.09,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01,2013,0.05,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP02,2013,6.35,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP03,2013,-9.05,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP04,2013,0.82,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP05,2013,0.13,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP06,2013,-1.74,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP07,2013,-1.1,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP08,2013,0.21,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP09,2013,0.99,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP10,2013,1.42,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP11,2013,0.42,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP12,2013,0.31,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01T12,2014,-0.9,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01,2014,-2.67,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP02,2014,6.88,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP03,2014,-5.07,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP04,2014,-0.32,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP05,2014,-0.46,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP06,2014,0.43,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP07,2014,-1.02,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP08,2014,2.82,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP09,2014,0.36,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP10,2014,0.76,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP11,2014,0.24,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP12,2014,-0.03,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01T12,2015,-1.04,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01,2015,-0.7,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP02,2015,6.34,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP03,2015,-6.9,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP04,2015,1.44,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP05,2015,0.63,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP06,2015,1.31,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP07,2015,-6.91,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP08,2015,0.15,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP09,2015,0.47,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP10,2015,1.45,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP11,2015,0.43,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP12,2015,-0.39,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01T12,2016,-1.58,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01,2016,-1.33,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP02,2016,5.66,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP03,2016,-9.92,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP04,2016,0.01,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP05,2016,-1.24,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP06,2016,0.71,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP07,2016,-5.93,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP08,2016,-0.28,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP09,2016,0.75,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP10,2016,0.77,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP11,2016,0.33,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP12,2016,-0.29,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01T12,2017,0.81,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01,2017,1.32,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP02,2017,4.67,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP03,2017,-8.56,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP04,2017,1.36,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP05,2017,-0.89,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP06,2017,1.02,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP07,2017,4.89,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP08,2017,-1.66,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP09,2017,1.71,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP10,2017,0.48,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP11,2017,0.36,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP12,2017,-0.52,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01T12,2018,1.42,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01,2018,0.61,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP02,2018,6.6,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP03,2018,-10.06,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP04,2018,2.72,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP05,2018,-1,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP06,2018,1.84,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP07,2018,8.89,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP08,2018,-1.23,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP09,2018,1.15,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP10,2018,0.14,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP11,2018,0.4,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP12,2018,-0.39,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01T12,2019,0.56,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01,2019,1.08,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP02,2019,5.05,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP03,2019,-10.75,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP04,2019,2.35,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP05,2019,-0.38,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP06,2019,1.22,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP07,2019,1.02,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP08,2019,-0.5,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP09,2019,1.18,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP10,2019,0.51,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP11,2019,0.86,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP12,2019,-0.36,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01T12,2020,-1.05,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP01,2020,1.02,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP02,2020,4.52,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP03,2020,-10.02,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP04,2020,-0.43,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP05,2020,-1.11,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP06,2020,0.97,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP07,2020,-8.64,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP08,2020,0.47,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP09,2020,0.45,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP10,2020,0.14,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP11,2020,2.12,R1:3139
BIH,CPI_NCYR_COI_RT,GA:2291,COI_COICOP_CP12,2020,0.03,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP01T12,2006,7,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP01,2006,6.71,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP02,2006,3.65,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP03,2006,1.73,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP04,2006,12.87,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP05,2006,4.36,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP06,2006,0.32,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP07,2006,13.68,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP08,2006,3.47,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP09,2006,5.25,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP10,2006,14.37,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP11,2006,8.02,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP12,2006,7.13,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP01T12,2007,8.43,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP01,2007,10.08,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP02,2007,8.95,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP03,2007,1.85,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP04,2007,9.17,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP05,2007,4.28,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP06,2007,6.12,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP07,2007,14.91,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP08,2007,-0.88,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP09,2007,6.46,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP10,2007,7.02,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP11,2007,9.52,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP12,2007,7.43,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP01T12,2008,14.84,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP01,2008,19.66,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP02,2008,10.85,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP03,2008,2.61,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP04,2008,25.46,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP05,2008,5.81,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP06,2008,9.64,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP07,2008,13.86,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP08,2008,2.47,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP09,2008,7.78,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP10,2008,11.6,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP11,2008,16.69,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP12,2008,10.36,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP01T12,2009,12.95,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP01,2009,14.28,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP02,2009,13.87,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP03,2009,6.92,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP04,2009,17.85,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP05,2009,8.5,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP06,2009,22.35,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP07,2009,10.73,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP08,2009,4.56,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP09,2009,11.58,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP10,2009,11.89,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP11,2009,9.65,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP12,2009,18.06,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP01T12,2010,7.74,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP01,2010,8.93,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP02,2010,9.86,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP03,2010,3.74,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP04,2010,2.85,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP05,2010,4.12,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP06,2010,10.9,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP07,2010,13.78,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP08,2010,1.4,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP09,2010,5.42,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP10,2010,8.45,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP11,2010,9.26,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP12,2010,8.13,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP01T12,2011,53.23,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP01,2011,64.93,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP02,2011,52.09,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP03,2011,35.64,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP04,2011,32.25,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP05,2011,57.08,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP06,2011,33.77,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP07,2011,67.9,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP08,2011,12.67,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP09,2011,53.37,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP10,2011,40.96,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP11,2011,63.19,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP12,2011,59.25,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP01T12,2012,59.22,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP01,2012,57.7,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP02,2012,109.97,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP03,2012,47.99,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP04,2012,37.96,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP05,2012,43,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP06,2012,79.29,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP07,2012,57.29,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP08,2012,44.81,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP09,2012,46.45,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP10,2012,84.06,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP11,2012,73.24,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP12,2012,60.7,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP01T12,2013,18.31,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP01,2013,11.86,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP02,2013,41.94,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP03,2013,5.92,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP04,2013,29.3,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP05,2013,6.21,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP06,2013,19.33,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP07,2013,17.69,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP08,2013,43.75,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP09,2013,15.46,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP10,2013,27.2,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP11,2013,25.02,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP12,2013,17.5,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP01T12,2014,18.12,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP01,2014,16.89,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP02,2014,23.54,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP03,2014,3.81,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP04,2014,35.86,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP05,2014,6.36,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP06,2014,18.76,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP07,2014,25.65,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP08,2014,19.72,R1:3139
BLR,CPI_NCYR_COI_RT,GA:8300,COI_COICOP_CP09,2014,12.19,R1:3139
